ra	dec	plx	pmra	pmdec	G	BP	RP
324.851522	57.586050	0.3460	-2.319	-1.879	11.183	12.711	9.999
324.035438	58.085417	1.0408	-3.724	-2.867	11.187	11.385	10.835
324.387806	56.158680	2.3989	-2.856	-5.011	11.188	11.525	10.681
322.220570	57.551690	1.0859	1.489	-5.588	11.193	11.581	10.624
326.158492	57.274466	1.8352	5.808	2.013	11.200	11.446	10.591
323.024683	57.390622	3.3094	-2.419	-35.933	11.206	11.513	10.732
323.228217	57.190779	1.0730	-4.006	-7.972	11.207	12.034	10.315
326.006818	56.478294	1.5584	3.384	-1.945	11.208	11.431	10.834
322.518650	57.539044	0.7652	-4.219	-4.242	11.208	11.747	10.489
324.179573	58.562054	1.0769	2.874	7.266	11.209	12.017	10.328
324.753783	57.633582	0.7383	-1.560	-2.608	11.214	11.417	10.855
324.681616	56.712359	0.5518	-0.423	-1.579	11.214	12.682	10.044
324.061483	56.694438	0.3679	-1.545	-1.767	11.215	12.788	10.021
325.515760	58.315629	3.3708	-0.509	21.254	11.216	11.634	10.633
323.226893	58.459271	1.6686	-7.379	-0.835	11.220	11.529	10.740
322.577800	57.161269	0.4458	-4.592	-3.923	11.223	12.591	10.094
325.273655	57.399470	2.1423	-7.433	-9.178	11.231	11.857	10.472
322.815535	56.707227	3.8247	7.206	-64.305	11.233	11.534	10.761
322.515899	57.347712	0.6145	-4.001	-10.253	11.233	12.660	10.081
325.964046	58.101097	1.4441	2.859	4.557	11.235	11.493	10.814
322.883264	57.240310	0.8996	-5.697	-6.763	11.239	12.439	10.169
323.256653	58.479967	1.0073	-1.857	-4.210	11.244	11.475	10.854
325.916356	58.368471	1.0513	-0.909	-3.262	11.246	11.439	10.903
324.210349	57.304145	0.3048	-1.657	-2.401	11.248	12.587	10.129
325.587063	58.681364	0.9511	-2.773	-5.573	11.250	11.451	10.897
322.755255	56.923899	0.9784	-6.044	-4.001	11.251	12.438	10.189
324.621662	57.689648	0.9853	-4.675	-10.034	11.254	10.902	10.180
325.331520	58.608257	3.6348	-0.777	6.702	11.260	11.582	10.777
322.200648	57.356744	2.6841	10.033	4.662	11.260	11.790	10.560
325.334109	56.312476	1.1546	1.876	-1.900	11.264	11.513	10.857
324.428989	57.351025	0.9279	-4.769	-4.771	11.269	11.485	10.893
324.080039	57.765071	0.0000	0.000	0.000	11.270	11.551	10.758
324.178084	56.492597	1.1613	-3.494	-4.346	11.270	12.182	10.331
324.856731	57.673970	1.4183	1.253	0.885	11.273	11.427	10.991
324.694704	58.481204	0.4114	-2.619	-2.524	11.273	13.147	10.002
322.341028	57.064836	1.0443	2.162	-0.267	11.274	12.220	10.318
324.910868	57.284707	1.7434	3.732	-0.863	11.279	11.508	10.899
326.451386	58.367795	3.2137	19.859	11.597	11.280	11.578	10.816
325.504042	56.267391	0.9698	1.430	0.158	11.287	11.507	10.908
326.811144	57.303017	0.5669	-1.035	-2.105	11.289	12.271	10.312
324.583765	57.992169	1.6371	-6.122	-5.949	11.289	11.655	10.746
326.077640	56.557165	1.7752	11.602	-2.883	11.295	11.539	10.904
325.310280	57.509759	1.3477	-10.984	-5.214	11.299	11.681	10.741
324.669576	58.677216	2.8009	-5.652	8.730	11.300	11.738	10.695
323.675307	57.551457	1.0492	-3.393	-4.687	11.301	11.508	10.941
325.186230	56.231254	2.2873	0.873	-1.406	11.302	11.561	10.887
323.737141	56.516038	1.6825	3.799	-1.477	11.304	11.615	10.819
324.674322	56.484617	5.0428	1.272	-16.427	11.306	11.634	10.811
326.558903	56.949891	1.9512	-6.472	-7.212	11.307	11.834	10.617
325.611795	56.893475	5.8404	34.119	48.993	11.316	11.690	10.777
323.294465	56.908027	1.1812	-4.835	-4.682	11.318	12.321	10.335
324.729247	57.977306	10.1649	132.271	147.485	11.321	11.946	10.561
322.761068	57.036525	0.8679	-2.745	-3.757	11.321	11.496	10.638
325.161051	56.812383	0.3242	-3.787	-4.033	11.328	11.610	10.865
325.279434	57.441898	1.8301	15.394	-7.574	11.329	11.961	10.561
326.957299	57.709751	3.2083	22.192	16.947	11.330	11.696	10.791
326.527303	57.824522	0.7177	-2.219	-3.827	11.335	11.806	10.675
326.613030	58.098628	1.0803	-7.878	-2.597	11.335	11.556	10.960
326.548874	58.456781	3.8488	23.383	-9.078	11.337	11.636	10.876
324.880639	57.891558	5.2435	-30.511	-23.919	11.338	11.687	10.822
325.524849	56.479939	0.9448	-2.869	-3.915	11.340	12.160	10.449
325.668798	56.252626	3.7052	14.295	12.745	11.346	11.694	10.828
323.929450	58.661215	0.7707	0.087	1.259	11.348	12.380	10.348
323.845777	56.576387	2.9494	-2.869	-10.178	11.349	11.677	10.857
322.378541	57.990594	0.4289	-5.291	-2.677	11.351	15.903	9.636
323.766715	56.473895	0.0954	-2.497	-2.348	11.352	13.047	10.127
327.011913	56.951339	6.4649	-8.783	-10.791	11.355	11.739	10.807
322.559184	56.899841	2.7337	19.114	24.621	11.355	11.625	10.924
326.788364	56.800892	1.6363	-6.953	-6.380	11.358	11.741	10.795
325.913038	56.419535	3.3765	-9.449	-0.619	11.361	11.687	10.863
325.936588	57.212089	0.9727	0.049	-3.827	11.363	12.154	10.489
325.257996	58.774818	0.8862	-5.104	-5.965	11.363	12.204	10.464
326.949776	57.712075	4.6481	23.605	-32.035	11.368	11.713	10.827
323.821524	58.504449	0.9447	-2.500	-5.146	11.375	11.649	10.917
324.328895	58.623367	3.9242	1.693	-7.921	11.376	11.704	10.879
324.476693	58.396432	5.8068	36.371	14.170	11.378	11.749	10.839
323.352639	56.363493	1.0778	2.282	-1.125	11.381	12.328	10.423
326.191297	57.699117	1.8548	1.890	-6.866	11.384	11.773	10.817
326.209626	57.430433	7.6858	48.468	-0.696	11.386	11.794	10.812
324.887995	56.164543	2.0351	-13.704	-13.908	11.393	11.753	10.860
324.969026	58.011063	0.3036	-3.680	-3.657	11.398	12.855	10.241
324.678890	58.219325	0.8459	-0.935	-0.819	11.401	12.497	10.374
324.983313	57.180761	3.8603	12.652	26.567	11.402	11.710	10.924
322.350675	57.678576	2.1462	-2.008	-9.802	11.405	11.845	10.790
324.713838	57.664176	0.5637	-4.244	-6.586	11.409	11.983	10.608
327.067244	57.443834	1.2442	1.778	-1.028	11.410	11.651	11.006
325.088148	56.548331	0.6749	1.362	-0.167	11.413	12.835	10.260
323.493890	56.302984	0.3561	-6.202	-5.321	11.416	13.225	10.157
324.571628	57.667214	1.6284	-6.203	-6.344	11.417	11.728	10.939
324.834306	56.249818	0.6069	-1.308	-4.088	11.417	12.388	10.437
325.018728	57.244884	2.5996	13.841	-4.666	11.418	11.729	10.938
324.859007	56.446525	0.8202	-3.327	-3.991	11.418	11.705	10.954
325.599234	57.346225	0.9768	-0.973	-3.840	11.419	11.629	11.042
323.157314	57.015488	2.7538	38.088	-0.601	11.419	11.911	10.763
324.496102	58.806220	3.1989	39.622	2.089	11.422	11.829	10.842
323.640815	57.331775	1.6631	4.638	1.436	11.426	11.628	11.083
324.422280	58.465433	0.3857	-5.144	-5.677	11.427	12.988	10.236
323.302557	56.675689	0.7530	-3.219	0.374	11.427	12.582	10.376
325.876882	58.445491	3.7860	-4.893	26.199	11.429	11.808	10.873
324.853237	56.630473	2.1666	-9.210	3.257	11.435	11.815	10.880
326.396855	57.801291	0.9856	-2.103	-1.946	11.440	11.855	10.839
322.914895	57.472263	1.1213	-8.005	-4.327	11.448	11.754	10.970
325.880428	58.439128	1.9368	-2.093	-0.827	11.450	11.497	10.562
324.864425	56.332850	0.4800	-4.869	-4.000	11.451	11.882	10.810
326.966191	57.193718	1.2332	-1.216	-5.522	11.454	11.712	11.033
324.782816	57.702363	1.6132	-6.400	-5.984	11.454	11.744	10.992
326.364927	58.331925	3.6917	-6.326	-15.575	11.455	11.805	10.935
324.828197	57.430184	1.0276	-2.035	-5.487	11.466	11.732	11.028
324.339852	56.698009	1.4113	-7.458	-2.778	11.467	12.376	10.530
327.256653	57.766522	0.9961	0.494	-3.574	11.470	12.462	10.460
325.433659	57.094174	1.1124	-1.891	-4.736	11.473	11.672	11.101
325.327609	57.468427	2.9570	-2.028	8.163	11.477	11.435	10.591
322.316199	57.890760	1.2593	-1.934	-3.209	11.479	11.889	10.888
323.740499	58.220842	4.1909	13.201	6.409	11.484	11.832	10.961
323.125956	56.571945	1.8132	-2.616	2.036	11.484	11.785	11.012
325.372199	58.166283	0.9410	-3.408	-3.059	11.491	11.834	10.960
324.535220	57.446542	1.0583	-2.622	-4.797	11.492	11.671	11.167
325.679832	57.756341	0.0000	0.000	0.000	11.492	11.851	10.431
327.052675	58.089484	0.6769	5.307	-4.110	11.494	12.759	10.400
326.933639	57.809476	0.9724	-8.184	-11.045	11.496	12.679	10.429
324.945901	58.239600	1.7601	5.036	-0.987	11.498	11.858	10.959
326.190689	57.374082	0.9229	0.811	3.560	11.501	11.891	10.924
326.055005	58.347255	0.8286	-2.677	-3.668	11.501	11.775	11.048
323.469666	58.466123	0.3546	-2.720	-3.179	11.502	13.825	10.139
326.821933	57.873934	1.6665	13.006	-0.909	11.506	11.941	10.894
326.522651	57.036441	0.8992	-5.485	-5.694	11.511	12.331	10.622
324.958210	58.105934	1.0727	-4.744	-4.897	11.512	11.829	11.013
324.141321	57.138860	0.6026	-0.520	-2.865	11.513	12.558	10.508
324.319904	56.874785	0.3282	-2.575	-2.644	11.516	12.893	10.384
325.010403	56.555300	1.1312	-1.485	-9.401	11.517	12.441	10.575
324.668159	58.849313	2.4812	-7.296	-19.112	11.517	11.828	11.039
325.578814	56.606236	1.0909	-4.247	-8.415	11.519	12.354	10.622
323.610057	57.937051	2.3211	-1.796	-9.965	11.519	11.880	10.991
325.978980	56.999493	0.9329	-0.303	-12.005	11.525	12.422	10.595
324.955259	57.771507	1.1774	-0.962	-1.887	11.528	11.791	11.103
322.766288	57.357354	2.2758	15.235	8.996	11.529	11.819	11.077
322.277892	57.265983	0.2201	-2.266	-1.741	11.530	13.274	10.289
325.391508	58.292957	5.4039	40.379	36.326	11.530	11.913	10.982
324.346792	56.635869	0.6778	-2.987	-5.663	11.531	12.482	10.564
325.537665	58.487801	3.0526	10.614	-1.214	11.537	11.837	11.073
326.107081	58.102371	2.6977	-2.755	-12.339	11.537	11.889	11.014
325.781781	56.309122	1.3023	1.438	-3.082	11.543	11.718	11.234
325.629664	58.298297	1.0730	-2.282	-4.477	11.546	11.735	11.209
324.660355	57.805259	0.8171	-3.525	0.064	11.546	12.440	10.615
326.505327	57.344000	1.4538	-0.762	-1.738	11.550	11.899	11.026
324.609953	57.477909	1.0711	-2.551	-4.880	11.557	11.938	10.998
326.449416	58.154596	0.6028	-3.646	-3.870	11.560	11.812	11.139
325.166303	56.439539	1.2420	-5.833	-13.329	11.560	12.399	10.661
325.640933	58.736444	3.3208	6.561	-7.268	11.561	11.922	11.023
324.227530	57.048250	0.5734	-0.236	-5.833	11.568	12.876	10.453
326.100915	57.010729	0.8473	-4.972	-2.219	11.568	12.212	10.593
325.087798	58.036304	1.6050	-6.180	-5.998	11.569	11.919	11.042
325.922196	57.914073	0.4718	-0.615	-2.343	11.570	13.574	10.263
326.019406	56.335856	0.4562	-1.183	-4.886	11.573	13.955	10.198
324.008927	57.582738	0.9629	-2.122	-4.230	11.580	12.562	10.600
325.638210	58.595108	0.4675	-0.701	-4.915	11.580	14.616	10.129
325.024419	57.389894	0.6803	-2.212	-3.228	11.582	12.422	10.684
323.528566	56.939173	0.4521	-3.288	-5.013	11.583	12.538	10.620
325.169254	58.476208	1.0306	-2.140	-1.649	11.584	11.958	11.020
324.345114	56.645608	2.1472	-1.059	-7.361	11.588	12.248	10.802
327.312665	57.623115	2.0265	-5.945	9.954	11.589	12.143	10.875
323.750237	58.763220	0.6525	-5.108	2.827	11.589	12.749	10.537
324.429507	58.875291	0.7902	-3.138	-4.749	11.594	11.923	11.043
324.721928	57.855346	3.8503	-5.922	-13.451	11.596	11.911	11.075
324.546297	57.547461	2.9851	4.070	0.709	11.599	11.921	11.110
324.891793	57.788074	0.9825	-4.863	-1.735	11.604	12.489	10.678
326.337128	58.423715	0.6068	-1.498	-1.819	11.605	11.898	11.131
323.239590	58.512812	1.6630	-3.444	-3.738	11.608	12.078	10.963
323.772357	56.568642	0.4371	-2.091	-3.880	11.608	13.671	10.298
326.260887	56.595998	1.0909	1.157	-1.590	11.609	11.806	11.267
324.778650	56.941084	0.5892	-6.032	-2.546	11.613	12.529	10.658
325.986217	57.598589	1.5043	-7.195	-8.346	11.615	12.020	11.033
326.668475	58.091344	0.6187	-0.709	0.548	11.616	12.981	10.486
326.220493	56.715686	0.4986	-0.493	-1.621	11.617	12.552	10.660
323.964986	58.461782	0.4342	-1.348	-0.159	11.618	13.164	10.430
324.204647	58.873789	1.8294	-2.611	-7.544	11.619	11.933	11.133
324.908686	56.591128	1.9371	-4.926	-8.550	11.624	11.987	11.084
322.533851	57.420038	7.3913	42.383	39.092	11.626	12.115	10.980
325.012294	57.937776	1.7936	-4.816	-3.781	11.626	12.145	10.926
322.988424	56.634201	2.9142	-16.359	-2.868	11.629	11.919	11.173
323.954532	58.504418	2.3796	-23.365	-18.107	11.629	11.985	11.104
324.289800	57.885987	1.1002	-4.047	-2.045	11.630	11.868	11.222
322.581036	58.043924	2.4971	-3.678	7.151	11.632	12.014	11.075
324.807951	57.215064	1.0144	-2.212	-5.225	11.634	11.771	11.378
325.575793	58.811408	0.2811	-2.702	-3.671	11.636	13.113	10.473
323.776176	56.889912	1.2732	0.363	-6.154	11.636	11.948	11.148
324.605014	56.567839	0.3336	-1.046	-0.408	11.637	13.342	10.406
326.224611	57.476954	4.4998	29.596	26.234	11.637	12.043	11.070
325.552127	57.792845	2.4245	-5.350	3.422	11.638	12.032	11.069
325.608553	57.374589	0.5538	-4.439	-3.229	11.641	15.063	10.134
324.938695	57.391500	1.0247	-4.790	-3.873	11.643	11.928	11.191
324.884366	58.097910	3.2886	2.787	0.726	11.649	11.967	11.164
326.015036	56.960941	0.9427	-9.277	-7.953	11.655	12.515	10.744
325.734302	57.654139	1.1247	4.319	3.031	11.656	11.926	11.217
325.955235	58.287622	0.4728	-5.157	-2.796	11.664	13.282	10.457
324.668129	58.553545	1.0662	-1.405	-3.438	11.667	11.931	11.236
327.106612	57.292641	1.2199	-14.464	-6.524	11.668	12.493	10.780
325.778516	56.387365	1.0394	-0.873	-1.140	11.668	11.939	11.221
326.752213	58.262434	0.8262	0.267	-0.283	11.669	12.390	10.841
322.435750	57.824229	3.9820	18.249	-1.950	11.669	12.005	11.163
325.921646	56.728812	1.0396	-1.102	-5.290	11.672	12.692	10.671
325.775101	58.237909	0.2876	-2.630	-3.283	11.672	13.759	10.350
324.289262	58.558844	1.0816	-10.265	-8.508	11.672	12.452	10.809
326.313963	58.571324	0.5321	-5.929	-3.549	11.674	13.073	10.529
325.593339	56.947637	0.7480	-4.294	-4.831	11.675	11.877	11.319
325.078762	56.526306	0.1334	-2.524	-2.469	11.677	12.747	10.647
323.905699	58.781108	1.0267	-1.374	-3.419	11.679	11.991	11.186
325.701494	58.397770	0.5547	-1.686	3.639	11.683	13.283	10.478
326.823108	57.832055	1.0874	-1.799	-4.689	11.683	12.063	11.121
325.362971	58.575969	1.7609	-20.694	-17.064	11.691	12.905	10.616
325.587262	58.603031	0.7203	2.715	-2.554	11.691	12.704	10.703
323.141473	57.394240	1.2210	-4.671	-2.184	11.691	12.527	10.801
324.969586	57.366644	2.0185	-10.921	-7.826	11.693	12.121	11.091
327.132160	57.594764	0.5921	-2.109	-1.568	11.694	13.164	10.529
325.306743	56.167632	0.2441	-2.956	-3.150	11.707	13.472	10.458
325.200259	56.326980	1.2591	1.347	-2.450	11.707	11.995	11.245
323.779079	57.584343	0.1396	-2.503	-2.473	11.708	12.177	11.045
326.674166	58.389727	1.0551	-3.357	-1.738	11.710	12.008	11.242
325.008932	57.738294	1.0179	-1.410	-3.406	11.712	11.937	11.330
325.703394	56.567512	0.3447	-3.792	-2.824	11.713	14.640	10.252
325.386509	57.552523	1.4019	-5.559	-5.442	11.716	11.990	11.275
324.580852	57.967097	1.7806	-5.381	20.873	11.717	12.565	10.811
325.769394	57.012647	1.2096	-6.854	-3.462	11.717	12.071	11.186
326.766320	57.011381	0.1741	-4.122	-3.568	11.723	13.242	10.532
322.423866	57.720348	1.4525	0.091	-1.222	11.724	12.045	11.105
322.620996	58.239219	0.3418	-4.312	-5.872	11.725	15.214	10.211
326.601811	57.102092	2.4216	1.735	-9.694	11.727	12.142	11.140
323.637543	57.999395	1.3656	5.191	0.386	11.735	12.034	11.062
326.579156	56.777266	4.1398	13.208	-10.408	11.736	12.126	11.174
324.644557	56.563679	0.5589	-4.912	-4.001	11.737	12.871	10.693
326.192118	57.061981	0.8625	0.907	2.648	11.738	12.658	10.795
323.851153	57.537463	1.8486	-6.035	-7.830	11.744	12.146	11.166
324.808828	58.768528	0.3231	1.786	1.799	11.747	15.393	10.207
322.349914	57.583896	0.6551	-1.783	-1.680	11.748	13.263	10.569
324.841039	57.008790	2.5220	-0.559	-7.392	11.749	12.051	11.279
325.532959	57.839477	1.0401	-0.982	-5.216	11.750	12.270	11.067
323.195334	56.491378	1.0619	-3.530	-6.435	11.752	12.091	11.232
323.239555	57.273918	0.8942	-0.952	-3.929	11.754	12.632	10.833
323.728107	57.261340	1.4371	7.289	4.014	11.757	12.640	10.835
325.085476	56.918741	0.7785	-5.496	-3.286	11.758	11.942	11.428
322.507871	57.970694	4.3418	2.345	-50.090	11.759	12.101	11.248
324.165952	56.164583	0.4951	-0.170	-5.163	11.766	14.526	10.344
325.463232	57.626948	0.0000	0.000	0.000	11.772	11.796	10.820
324.043774	56.875135	5.3430	18.289	22.026	11.773	12.206	11.175
326.190051	57.906260	0.4205	-4.188	-3.923	11.776	15.261	10.272
325.586579	58.676469	0.9076	-2.689	-5.615	11.777	12.020	11.361
322.942143	57.922407	2.3056	10.924	-2.406	11.778	12.183	11.208
323.821520	56.799534	0.4934	-1.722	-1.810	11.778	12.012	11.136
326.388851	56.769844	1.1032	-3.402	-7.738	11.780	12.568	10.911
322.770216	56.873374	1.1399	-7.274	-5.633	11.784	12.646	10.871
324.932656	56.576943	0.4392	-5.248	-3.728	11.785	13.685	10.490
324.631464	58.847596	1.7861	-5.576	-10.675	11.787	12.264	11.131
325.062851	57.708299	0.1340	-2.753	-2.334	11.793	13.268	10.628
322.790180	57.817611	0.4608	-1.854	-4.045	11.793	13.171	10.657
323.672489	56.290820	0.6351	-3.197	-4.808	11.794	12.941	10.748
323.402192	56.369211	1.6733	-1.277	-0.013	11.795	12.326	11.097
326.174502	58.212559	2.3020	17.970	12.803	11.797	12.429	11.034
325.434685	58.450773	6.7444	17.773	7.185	11.798	12.236	11.195
324.598381	56.863552	0.9632	-5.850	0.065	11.799	12.641	10.895
324.549536	58.154708	1.5955	-6.031	-6.101	11.800	12.225	11.198
324.344129	57.751956	0.8383	-3.339	-3.750	11.804	12.096	11.336
326.069742	58.700537	0.7885	-5.058	-6.676	11.804	12.596	10.932
324.331546	57.513574	1.0414	-2.947	-4.876	11.804	12.051	11.391
325.511506	58.411999	4.9909	-10.694	-9.429	11.805	12.199	11.233
324.800011	57.499198	0.9113	2.233	-5.503	11.806	12.081	11.363
324.099327	57.634852	2.4613	1.078	-4.043	11.807	11.660	10.985
325.583894	57.099740	1.5684	1.246	0.531	11.809	12.166	11.276
326.234533	56.520189	0.6540	-2.247	-3.566	11.810	11.996	11.471
326.407849	57.301901	2.4994	-8.477	-14.271	11.810	12.152	11.295
323.741338	58.206870	3.9652	12.843	7.739	11.812	12.169	11.284
325.138755	57.094649	1.1210	6.644	15.999	11.820	12.617	10.944
324.937698	58.247356	1.0205	-2.609	-2.866	11.820	12.108	11.347
324.944230	57.176012	1.5767	-3.833	-4.866	11.823	12.037	11.425
325.062548	58.660284	0.0000	0.000	0.000	11.823	12.145	11.254
323.288961	57.344125	0.6584	-0.323	-4.021	11.827	12.730	10.892
326.580884	57.566380	0.4506	-5.393	-4.436	11.829	13.165	10.679
322.827432	56.887102	1.4765	-10.425	-6.233	11.829	12.261	11.218
324.572909	58.207717	0.7144	1.169	-2.553	11.830	12.139	11.339
325.459856	57.784558	0.4900	-3.518	-4.312	11.830	13.210	10.694
326.199331	58.072526	0.7222	1.091	-6.724	11.832	12.867	10.828
325.080207	57.183197	0.7384	-4.212	-6.644	11.832	12.582	10.985
324.212197	56.636575	0.7845	-1.310	-3.393	11.832	12.659	10.937
324.561248	58.211357	1.7951	7.130	8.765	11.833	12.341	11.158
325.129501	57.758189	1.0318	-2.160	-4.732	11.834	12.027	11.486
325.316005	58.248220	2.4369	-16.145	-5.293	11.842	12.233	11.270
323.241753	58.418424	0.8139	3.042	-3.045	11.844	12.715	10.923
326.557318	58.462938	2.8369	10.313	7.629	11.849	12.225	11.307
325.652580	58.661179	0.6334	2.549	0.298	11.849	12.869	10.854
326.963050	56.815017	1.5706	3.422	-1.904	11.852	12.171	11.348
324.470677	56.177576	1.1631	4.247	6.466	11.852	13.455	10.645
323.398726	58.536761	2.1923	14.230	-12.492	11.853	12.454	11.111
324.749145	57.532765	1.5280	-11.630	-10.841	11.853	12.219	11.312
326.722917	58.174011	0.8436	-2.264	-3.717	11.853	12.065	11.487
323.594163	58.512297	0.6622	-1.334	-1.616	11.853	12.949	10.740
325.046910	58.894431	0.6739	-8.854	-7.649	11.857	12.981	10.814
325.031189	57.780246	1.6637	-2.689	-5.763	11.857	12.177	11.369
325.374563	57.047615	1.4878	-7.568	-5.917	11.858	12.141	11.413
325.724888	57.729827	1.5917	-6.063	-5.872	11.858	12.112	11.447
326.848937	57.186850	3.8561	11.265	-8.910	11.859	12.269	11.279
323.033517	58.545596	0.7290	-0.555	0.953	11.859	12.265	11.268
326.054701	56.932052	1.0636	-3.380	-6.022	11.860	12.141	11.408
323.492277	57.868537	5.7047	45.285	18.557	11.862	12.267	11.293
324.498570	57.785842	0.9313	-2.306	-9.143	11.864	12.686	10.970
324.815764	56.214551	0.7738	-4.899	-1.210	11.864	12.669	10.985
325.866539	58.779312	0.7749	2.725	4.777	11.866	12.647	10.963
324.289688	56.354876	0.6834	4.539	-2.128	11.867	13.037	10.811
326.027650	57.264574	1.0580	-0.479	-7.589	11.867	12.830	10.898
323.226742	58.499983	2.7445	-7.804	-14.612	11.868	12.176	11.399
325.670908	56.470792	1.4032	-7.053	-8.223	11.872	12.172	11.401
326.524864	57.578723	2.4114	-3.750	-7.722	11.872	12.280	11.286
323.616520	58.389782	1.5925	3.526	-4.994	11.873	12.175	11.400
326.085468	56.322181	0.8653	-5.593	-3.935	11.880	12.264	11.313
325.409464	56.999816	1.3643	-3.868	-7.133	11.881	12.324	11.265
326.192046	58.510496	1.6255	-6.118	-5.796	11.884	12.188	11.416
324.494782	58.835413	0.8838	-1.350	-4.813	11.885	12.270	11.208
325.404494	57.530285	1.3870	5.290	2.972	11.886	12.223	11.376
325.133476	58.110706	0.9848	4.694	-0.338	11.887	12.859	10.915
324.014667	56.604911	2.2195	-6.666	1.153	11.892	12.358	11.250
325.689306	58.789660	0.4991	-4.586	-3.821	11.895	12.973	10.874
326.222037	57.294640	0.8826	-8.903	-3.582	11.897	12.782	10.975
325.730677	58.448174	0.7203	-3.434	-5.368	11.899	13.025	10.842
326.392756	57.381674	1.2666	7.579	0.329	11.901	12.859	10.924
326.061384	56.989137	2.5882	7.845	2.910	11.901	12.258	11.324
324.191918	57.171433	0.5877	-3.407	-2.850	11.904	13.103	10.835
323.969023	57.129455	0.6666	-4.675	-0.428	11.904	12.774	10.979
324.428291	57.618479	1.0418	-7.583	-5.450	11.905	12.670	11.048
323.589228	57.140897	1.8623	-4.801	-4.575	11.905	12.193	11.449
324.326477	57.522390	1.1099	-2.384	-2.272	11.910	11.992	11.131
326.087792	57.771479	0.4266	-0.264	-0.778	11.911	14.069	10.574
322.618188	56.807445	0.9406	2.635	1.166	11.911	12.840	10.959
324.783221	56.482693	0.6276	2.299	-1.745	11.914	13.700	10.660
326.484399	57.765813	3.4051	3.549	-11.458	11.914	12.335	11.318
325.637064	57.218242	0.6492	3.034	-0.528	11.915	12.856	10.962
324.489042	58.557971	1.0819	-1.412	-3.287	11.915	12.154	11.519
326.442791	58.235820	0.9467	-0.542	0.337	11.916	12.279	11.368
326.035748	57.681171	2.5261	4.845	1.219	11.917	12.300	11.360
325.154210	56.136745	3.4572	-18.085	-22.426	11.918	12.306	11.361
323.424469	56.970984	0.4228	-2.335	-0.312	11.921	13.792	10.642
326.108408	58.697444	0.9147	5.117	1.487	11.921	12.733	11.038
323.363060	57.405018	0.5623	-4.794	-5.794	11.922	12.970	10.915
324.955952	56.572878	6.5724	-7.152	48.886	11.925	12.373	11.313
325.694610	57.033129	4.0300	9.616	5.380	11.925	12.292	11.390
